2024-05-21 19:59:54,418: 'h'
2024-05-21 19:59:55,214: Key.backspace
2024-05-21 21:17:38,313: Key.backspace
2024-05-21 21:17:38,813: Key.backspace
2024-05-21 21:17:38,843: Key.backspace
2024-05-21 21:17:38,873: Key.backspace
2024-05-21 21:17:38,903: Key.backspace
2024-05-21 21:17:38,933: Key.backspace
2024-05-21 21:17:38,963: Key.backspace
2024-05-21 21:17:38,993: Key.backspace
2024-05-21 21:17:39,023: Key.backspace
2024-05-21 21:17:39,053: Key.backspace
2024-05-21 21:17:39,083: Key.backspace
2024-05-21 21:17:39,113: Key.backspace
2024-05-21 21:17:39,143: Key.backspace
2024-05-21 21:17:39,173: Key.backspace
2024-05-21 21:17:39,204: Key.backspace
2024-05-21 21:17:39,235: Key.backspace
2024-05-21 21:17:39,264: Key.backspace
2024-05-21 21:17:39,294: Key.backspace
2024-05-21 21:17:39,324: Key.backspace
2024-05-21 21:17:39,355: Key.backspace
2024-05-21 21:17:39,385: Key.backspace
2024-05-21 21:17:39,416: Key.backspace
2024-05-21 21:17:39,447: Key.backspace
2024-05-21 21:17:39,476: Key.backspace
2024-05-21 21:17:39,506: Key.backspace
2024-05-21 21:17:39,537: Key.backspace
2024-05-21 21:17:39,568: Key.backspace
2024-05-21 21:17:39,597: Key.backspace
2024-05-21 21:17:39,627: Key.backspace
2024-05-21 21:17:39,889: 'j'
2024-05-21 21:17:40,034: 'i'
2024-05-21 21:17:40,098: 'g'
2024-05-21 21:17:40,144: 'h'
2024-05-21 21:17:40,260: 'i'
2024-05-21 21:17:40,388: 'j'
2024-05-21 21:17:40,424: 'g'
2024-05-21 21:17:40,735: 'i'
2024-05-21 21:17:40,925: 'v'
2024-05-21 21:17:41,023: 'c'
2024-05-21 21:17:41,405: 'd'
2024-05-21 21:17:41,452: 'n'
2024-05-21 21:17:41,532: 'k'
2024-05-21 21:17:41,750: 'v'
2024-05-21 21:17:41,762: 'i'
2024-05-21 21:17:41,785: 'o'
2024-05-21 21:17:41,883: 'h'
2024-05-21 21:17:41,945: 'c'
2024-05-21 21:17:42,077: 'n'
2024-05-21 21:17:42,253: 'h'
2024-05-21 21:17:42,384: 'i'
2024-05-21 21:17:42,429: 'd'
2024-05-21 21:17:42,489: 'h'
2024-05-21 21:17:42,633: 'k'
2024-05-21 21:17:42,983: 'n'
2024-05-21 21:17:43,204: 'n'
2024-05-21 21:17:43,304: 'c'
2024-05-21 21:17:53,354: Key.ctrl
2024-05-21 21:17:53,534: 'a'
2024-05-21 21:17:54,201: Key.backspace
2024-05-21 21:17:58,542: Key.ctrl
2024-05-21 21:17:58,777: 'a'
2024-05-21 21:17:59,529: Key.backspace
2024-05-21 21:18:03,708: 'n'
2024-05-21 21:18:03,831: 'a'
2024-05-21 21:18:04,238: 'c'
2024-05-21 21:18:04,532: 'e'
2024-05-21 21:18:05,087: Key.backspace
2024-05-21 21:18:05,217: Key.backspace
2024-05-21 21:18:06,023: 'v'
2024-05-21 21:18:06,333: 'e'
2024-05-21 21:18:06,521: 'e'
2024-05-21 21:18:06,778: 'd'
2024-05-21 21:18:06,966: 'a'
2024-05-21 21:18:07,774: Key.enter
2024-05-21 21:18:09,019: 'r'
2024-05-21 21:18:09,209: 'a'
2024-05-21 21:18:09,715: 'w'
2024-05-21 21:18:10,050: 'o'
2024-05-21 21:18:10,220: 'o'
2024-05-21 21:18:10,330: 'f'
2024-05-21 21:18:21,411: 'h'
2024-05-21 21:18:21,585: 'f'
2024-05-21 21:18:21,624: 'g'
2024-05-21 21:18:21,637: 'h'
2024-05-21 21:18:21,757: 'j'
2024-05-21 21:18:21,890: 'f'
2024-05-21 21:18:21,985: 'j'
2024-05-21 21:18:22,043: 'g'
2024-05-21 21:20:19,943: Key.enter
2024-05-21 21:41:18,316: 'b'
2024-05-21 21:41:18,482: 'a'
2024-05-21 21:41:18,993: 'r'
2024-05-21 21:41:19,564: 'k'
2024-05-21 21:41:19,717: 'e'
2024-05-21 21:41:20,363: Key.backspace
2024-05-21 21:41:20,506: Key.backspace
2024-05-21 21:41:21,260: 'l'
2024-05-21 21:41:21,528: 'e'
2024-05-21 21:41:22,311: 'y'
2024-05-21 21:41:22,697: Key.space
2024-05-21 21:41:24,761: 'b'
2024-05-21 21:41:24,912: 'e'
2024-05-21 21:41:25,081: 'n'
2024-05-21 21:41:25,413: 'f'
2024-05-21 21:41:30,780: Key.backspace
2024-05-21 21:41:31,214: 'e'
2024-05-21 21:41:32,080: 'f'
2024-05-21 21:41:32,350: 'i'
2024-05-21 21:41:32,549: 't'
2024-05-21 21:41:32,728: 's'
2024-05-21 21:41:33,625: Key.right
2024-05-21 21:41:33,973: '\\'
2024-05-21 21:41:34,907: Key.backspace
2024-05-21 21:41:35,407: Key.backspace
2024-05-21 21:41:35,437: Key.backspace
2024-05-21 21:41:35,467: Key.backspace
2024-05-21 21:41:35,497: Key.backspace
2024-05-21 21:41:35,729: Key.backspace
2024-05-21 21:41:35,900: Key.backspace
2024-05-21 21:41:36,077: Key.backspace
2024-05-21 21:41:36,399: Key.backspace
2024-05-21 21:41:36,960: Key.enter
2024-05-21 21:45:21,122: 's'
2024-05-21 21:45:21,316: 'i'
2024-05-21 21:45:21,516: 'l'
2024-05-21 21:45:21,713: 'i'
2024-05-21 21:45:21,889: 'c'
2024-05-21 21:45:22,163: 'o'
2024-05-21 21:45:22,413: 'n'
2024-05-21 21:45:22,573: 'e'
2024-05-21 21:45:22,693: Key.space
2024-05-21 21:45:23,245: 'p'
2024-05-21 21:45:23,529: 'l'
2024-05-21 21:45:23,754: 'a'
2024-05-21 21:45:24,322: 's'
2024-05-21 21:45:24,680: 't'
2024-05-21 21:45:24,854: 'i'
2024-05-21 21:45:25,026: 'c'
2024-05-21 21:45:26,521: Key.down
2024-05-21 21:45:27,294: Key.enter
2024-05-21 21:47:03,592: 'n'
2024-05-21 21:47:03,867: 'e'
2024-05-21 21:47:04,284: 't'
2024-05-21 21:47:04,570: 'w'
2024-05-21 21:47:04,852: 'o'
2024-05-21 21:47:05,008: 'r'
2024-05-21 21:47:05,154: 'k'
2024-05-21 22:52:49,355: Key.shift_r
2024-05-21 22:52:49,627: 'S'
2024-05-21 22:52:49,792: 's'
2024-05-21 22:52:53,169: Key.shift_r
2024-05-21 22:52:53,392: 'S'
2024-05-21 22:52:53,754: 'i'
2024-05-21 22:52:53,984: 'm'
2024-05-21 22:52:54,206: 'p'
2024-05-21 22:52:54,520: 'l'
2024-05-21 22:52:54,704: 'e'
2024-05-21 22:52:55,050: Key.space
2024-05-21 22:52:55,479: Key.shift_r
2024-05-21 22:52:55,755: 'K'
2024-05-21 22:52:55,910: 'e'
2024-05-21 22:52:56,288: 'y'
2024-05-21 22:52:57,300: 'l'
2024-05-21 22:52:57,543: 'o'
2024-05-21 22:52:58,015: 'g'
2024-05-21 22:52:58,279: 'g'
2024-05-21 22:52:58,536: 'e'
2024-05-21 22:52:58,727: 'r'
2024-05-21 22:53:46,302: Key.ctrl
2024-05-21 22:53:46,632: 'v'
2024-05-21 22:53:48,171: Key.backspace
2024-05-21 22:53:48,966: Key.ctrl
2024-05-21 22:53:49,366: 'v'
2024-05-21 22:53:51,812: Key.backspace
2024-05-21 22:53:52,333: '4'
2024-05-21 22:53:55,239: Key.shift_r
2024-05-21 22:53:55,476: 'S'
2024-05-21 22:53:55,835: 'i'
2024-05-21 22:53:56,086: 'm'
2024-05-21 22:53:56,313: 'p'
2024-05-21 22:53:56,578: 'l'
2024-05-21 22:53:56,749: 'e'
2024-05-21 22:53:57,289: Key.space
2024-05-21 22:53:57,978: Key.right
2024-05-21 22:53:58,344: 'k'
2024-05-21 22:53:58,539: 'e'
2024-05-21 22:53:59,374: 'l'
2024-05-21 22:53:59,570: 'o'
2024-05-21 22:53:59,801: 'g'
2024-05-21 22:53:59,969: 'g'
2024-05-21 22:54:00,156: 'e'
2024-05-21 22:54:00,361: 'r'
2024-05-21 22:54:01,508: Key.backspace
2024-05-21 22:54:01,687: Key.backspace
2024-05-21 22:54:01,855: Key.backspace
2024-05-21 22:54:02,028: Key.backspace
2024-05-21 22:54:02,203: Key.backspace
2024-05-21 22:54:02,409: Key.backspace
2024-05-21 22:54:03,418: Key.backspace
2024-05-21 22:54:03,597: Key.backspace
2024-05-21 22:54:03,758: Key.backspace
2024-05-21 22:54:03,922: Key.backspace
2024-05-21 22:54:04,674: 'e'
2024-05-21 22:54:04,849: Key.space
2024-05-21 22:54:05,228: Key.shift_r
2024-05-21 22:54:05,440: 'K'
2024-05-21 22:54:05,590: 'e'
2024-05-21 22:54:05,900: 'y'
2024-05-21 22:54:06,621: 'l'
2024-05-21 22:54:06,815: 'o'
2024-05-21 22:54:07,054: 'g'
2024-05-21 22:54:07,226: 'g'
2024-05-21 22:54:07,448: 'e'
2024-05-21 22:54:07,607: 'r'
2024-05-21 22:57:05,948: Key.shift_r
2024-05-21 22:57:06,366: 'E'
2024-05-21 22:57:07,099: Key.backspace
2024-05-21 22:57:07,392: Key.shift_r
2024-05-21 22:57:07,778: 'M'
2024-05-21 22:57:07,996: 'e'
2024-05-21 22:57:08,187: 'a'
2024-05-21 22:57:08,409: 's'
2024-05-21 22:57:08,586: 'i'
2024-05-21 22:57:08,909: Key.space
2024-05-21 22:57:09,448: Key.shift_r
2024-05-21 22:57:09,780: 'I'
2024-05-21 22:57:10,038: 'n'
